"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","lambdaStepTest","","Wed Nov 06 16:52:46 GMT 2024","passed","Wed Nov 06 16:52:46 GMT 2024","","com.example.junit4.StepTest","com.example.junit4.StepTest","lambdaStepTest"
"","15","annotatedStepTest","","Wed Nov 06 16:52:46 GMT 2024","passed","Wed Nov 06 16:52:46 GMT 2024","","com.example.junit4.StepTest","com.example.junit4.StepTest","annotatedStepTest"
