"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","lambdaStepTest","","Wed Nov 06 17:19:40 GMT 2024","passed","Wed Nov 06 17:19:40 GMT 2024","","com.example.junit4.StepTest","com.example.junit4.StepTest","lambdaStepTest"
"","16","annotatedStepTest","","Wed Nov 06 17:19:40 GMT 2024","passed","Wed Nov 06 17:19:40 GMT 2024","","com.example.junit4.StepTest","com.example.junit4.StepTest","annotatedStepTest"
